dataset,stat,kind,season,level_id,pitch_tag,n_players,mu,var_obs,var_within,var_true,var_between,K,n_50,n_70,n_80
hitters,chase,rate,2022.0,1,,651,0.3366307151574253,0.0047326196091374,0.0011806158908248,0.0035520037183125,,61.868874719566506,61.868874719566506,144.36070767898852,247.47549887826605
hitters,chase,rate,2020.0,1,,538,0.3151877963459351,0.0055863483395776,0.001629568634008,0.0039567797055696,,53.55053488995149,53.55053488995149,124.95124807655348,214.202139559806
hitters,chase,rate,2019.0,1,,724,0.3293531460076715,0.0055726248989255,0.0014810564764054,0.0040915684225201,,52.98410301702226,52.98410301702226,123.62957370638526,211.93641206808903
hitters,chase,rate,2023.0,11,,835,0.3040724200789531,0.0052820469160532,0.0015108455513518,0.0037712013647013,,55.11272455695066,55.11272455695066,128.59635729955156,220.45089822780267
hitters,chase,rate,2025.0,1,,633,0.3370345892328091,0.0045857845892314,0.0011570355319768,0.0034287490572546,,64.16728729993169,64.16728729993169,149.72367036650726,256.66914919972675
hitters,chase,rate,2024.0,11,,804,0.3085995818476889,0.0051334573734192,0.0014911471121337,0.0036423102612855,,57.57982012103931,57.57982012103931,134.35291361575838,230.31928048415725
hitters,chase,rate,2025.0,16,,158,0.2972531676081977,0.0120927499070497,0.0064519186443024,0.0056408312627472,,36.032435863602124,36.032435863602124,84.07568368173828,144.12974345440853
hitters,chase,rate,2025.0,11,,827,0.3094102555618734,0.0045459082944355,0.0014491261737195,0.0030967821207159,,67.99921950776661,67.99921950776661,158.6648455181221,271.99687803106644
hitters,chase,rate,2022.0,11,,442,0.3077104794988011,0.0056216733593962,0.0022899186149308,0.0033317547444654,,62.93770149477151,62.93770149477151,146.8546368211335,251.75080597908604
hitters,z_con,rate,2025.0,11,,773,0.8278987364400998,0.0040908234065329,0.0013548713519237,0.0027359520546092,,51.07782000453841,51.07782000453841,119.1815800105896,204.31128001815367
hitters,z_con,rate,2023.0,11,,764,0.8289868038968143,0.0035403719963243,0.0013189078609319,0.0022214641353924,,62.81722783776307,62.81722783776307,146.57353162144716,251.26891135105228
hitters,z_con,rate,2017.0,1,,657,0.8299465961378111,0.0052977384073942,0.0013819068471238,0.0039158315602703,,35.04221517825629,35.04221517825629,81.76516874926469,140.16886071302517
hitters,z_con,rate,2022.0,14,,296,0.7978185964285548,0.0071780004884268,0.0022055678213436,0.0049724326670832,,31.439671770546887,31.439671770546887,73.35923413127607,125.75868708218756
hitters,z_con,rate,2015.0,1,,658,0.8417068987650194,0.0050846219787953,0.0013343654584291,0.0037502565203661,,34.527275164468705,34.527275164468705,80.56364205042698,138.10910065787482
hitters,z_con,rate,2020.0,1,,498,0.8206012901381283,0.0052287450138968,0.001653595612546,0.0035751494013508,,40.17724778330785,40.17724778330785,93.74691149438496,160.7089911332314
hitters,z_con,rate,2022.0,11,,386,0.817446805134198,0.0056150191794084,0.0022578124260165,0.0033572067533918,,43.449906387005406,43.449906387005406,101.3831149030126,173.79962554802162
hitters,z_con,rate,2025.0,14,,282,0.8251896191814173,0.0040848299896392,0.0018369759432288,0.0022478540464104,,63.173077343254334,63.173077343254334,147.4038471342601,252.6923093730173
hitters,z_con,rate,2019.0,1,,680,0.8158035587320146,0.0061581087790689,0.0014379688953368,0.0047201398837321,,30.835520978963128,30.835520978963128,71.94954895091396,123.34208391585253
hitters,z_con,rate,2024.0,14,,304,0.8193378555181201,0.0050200765996358,0.0020423140963935,0.0029777625032422,,48.709583578917616,48.709583578917616,113.65569501747444,194.8383343156705
hitters,z_con,rate,2025.0,1,,601,0.8370313343709552,0.0037499036260835,0.0009970289738564,0.002752874652227,,48.55179471821457,48.55179471821457,113.28752100916734,194.20717887285832
hitters,z_con,rate,2024.0,1,,592,0.8369165754304967,0.0036304803316453,0.0009913574257668,0.0026391229058784,,50.71688703704203,50.71688703704203,118.3394030864314,202.8675481481681
hitters,z_con,rate,2018.0,1,,660,0.82648916167425,0.006294121742171,0.0013698664764969,0.004924255265674,,28.12213513968072,28.12213513968072,65.61831532592169,112.48854055872287
hitters,z_con,rate,2021.0,1,,676,0.8172761475812437,0.0063588588151286,0.0014617020357859,0.0048971567793426,,29.494397648434934,29.494397648434934,68.82026117968151,117.97759059373972
hitters,z_con,rate,2022.0,1,,616,0.8297050652981739,0.0038704331997707,0.0010405066779391,0.0028299265218316,,48.928706214348814,48.928706214348814,114.16698116681388,195.71482485739529
hitters,z_con,rate,2016.0,1,,663,0.8396473235247456,0.0052878115444274,0.0013967087500925,0.0038911027943349,,33.60193748119418,33.60193748119418,78.40452078945309,134.4077499247767
hitters,z_con,rate,2023.0,14,,279,0.8092277121260819,0.0065521925018691,0.0021159177930106,0.0044362747088585,,33.79906727710107,33.79906727710107,78.86449031323582,135.19626910840427
hitters,z_con,rate,2023.0,1,,606,0.8298894245258555,0.0035837415079001,0.0010268414584318,0.0025569000494682,,54.2125483416368,54.2125483416368,126.49594613048583,216.8501933665472
hitters,z_con,rate,2024.0,11,,733,0.8253983913316016,0.0040216652999343,0.0012732408907314,0.0027484244092029,,51.435819750488335,51.435819750488335,120.01691275113944,205.7432790019533
